video_name,clip_num,class
v_hSnTYQ9osIg,485,3
v_bDTQVC0ASbE,724,197
v_Gn651vGKC2I,310,57
v_oNc2lJ9hV9E,713,149
v_5k0KMrksf8c,34,69
v_IjFlVNAWQec,281,186
v__79Qlv1SQ9k,448,182
v_V5MvrOzQWZo,351,54
v_YmAIoN4uuz0,457,177
v_kM6v-XN8Ixo,411,125
v_JK8pYBpatAY,105,145
v_XwW5p80hYCg,775,136
v_e9R62cyqW4A,209,114
v_mRyXubjYWEo,388,116
v_q4rVY3sLQqA,543,58
v_4d3RtnuVCV4,378,14
v_CXP20cVQN30,656,30
v_VbzzcpsAPo8,226,26
v_QfUTGmlNO1s,73,71
v_USoYnMSrWv0,236,189
v_Kbr2nr94EB0,274,44
v_0gkxTQGR6zI,117,26
v__cZD6JN-SYg,405,133
v_fm9mf-VuWxI,404,14
v_4Xvn1xXvYdU,797,91
v_9qFwSM8QLIE,592,112
v_kpnGg2lOBLM,272,175
v_45ymM0irIIY,131,112
v_mtF0AFNSFnI,558,98
v_yvTmIulkl7c,98,139
v_KjXvBqmh5C4,812,19
v_cGNkR-JvaJs,482,162
v_tA4KrZHGoYQ,676,171
v_aSYCOvkN5uk,338,109
v_xSpWBpHMxqY,325,5
v_06ofnvq2Hjs,760,52
v_KjbZvsu0OxE,602,75
v_XP8pufIBsnM,171,10
v_bXCOtMuaJf4,551,71
v_UyORfPxpaGo,7,126
v_vcRCId1-xdA,453,32
v_UyqM2sglj1s,741,183
v_DEt_Xgg8dzc,573,7
v_CYSyc4jy9-Q,375,164
v_znoMrA2qCbA,152,145
v_legHHtPK5fA,118,190
v_3oJ62-Ce9ys,450,6
v_HGG_st1NOYM,180,157
v_cfKMu6aeMwU,464,129
v_37siIMJNG9Y,305,134
v_OixwThoO8z4,636,173
v_uZCov5TG-Y8,263,9
v_p3LvCbxC_ZE,422,191
v_d7gTlJhEwrM,448,7
v_lvd2InghJOo,245,93
v_1Om21fCH1sI,111,102
v_hOdSTik8_nw,517,141
v_LE05u6TR9MI,131,157
v_GQzwzOM9db8,283,23
v_vULLe2qogZU,13,141
v_YNVK-pb7fWM,199,110
v_6gzU9P-5tqE,339,109
v_6B7fKzdJAbo,83,27
v_XuFiQCgRsRo,506,194
v_txMaVvdALeM,666,167
v_SLPD1U5iDjY,483,157
v_N84ci0Imc30,250,0
v_k2gc3YcVjwM,112,71
v_CsaeiOFuij0,154,63
v_AoRk69eieek,414,19
v_GwLhmYF7Wdw,714,129
v_AAQp3iEJxJc,886,115
v_Fg_VZJAtByk,225,92
v_rmaHl5HTcwE,273,190
v_1YGz5CQBflM,307,100
v_T6KP0pg7qxM,421,190
v_XKA2W2735WM,491,128
v__N9LhaKnZv4,360,32
v_GtYf9VsPHO0,367,29
v_vX0fg06e9co,730,140
v_lwqSz2Q2L-E,157,67
v_rWVpotNVeyM,626,38
v_PY4304sV5fY,518,65
v_g0Cp28ElIMk,369,181
v_QDjaaUtepHo,493,107
v_PofMK_beoR8,603,164
v_kq7KVmvkYPc,559,60
v_l1oh52tqdPo,127,124
v_m-BZKFg9k18,148,79
v_8TqqLqBb3sk,162,145
v_WUSEdPfHPoY,395,63
v_TFdv2VQ8-Hg,481,186
v_j4vMVBSfyu0,253,190
v_zVOj9aaq4L0,506,107
v_8GqAgX-kseE,78,123
v_j5SX_9JKtfs,735,119
v_GEhtyurCwDQ,590,60
v_rCwolEeHY80,343,191
v_2zwUExKXw9s,159,51
v_pPGniqIBs-U,249,114
v_f3Mse2A5edA,437,163
v_ptlSMte8xz0,421,180
v_EdJgTx0iFeE,600,140
v__wqhA-Ceqwc,828,178
v_43j1BAyP6Q0,670,129
v_UgrOTFBD7tA,605,58
v_r09mVf2dQnk,285,119
v_HoQQlRzybmA,812,181
v_F2yh5HfIj2c,1053,177
v_3rqesp6F95Q,149,189
v_5MuLI6Plf-Y,675,92
v_azCsE98qwus,484,97
v_Aq2w52hpwig,114,94
v_QPxiOzXkUFM,785,167
v_nw8MpBwL508,375,54
v_pv6CNBFhgCU,431,117
v_WVaYjd1F8kg,522,56
v_1Xav7gMRCOQ,137,79
v_3UgGvKnelfY,431,174
v_t5Br7yOUe4g,355,54
v_soDdkeamoMM,38,188
v_hShYj_OGFtc,717,156
v_iPPfX25MUQ0,422,114
v_mqa1ptnQWWo,398,131
v_p1JSdZmztGk,699,85
v_sQo4gMcgfT4,722,170
v_8z8FprjMNbI,1243,169
v_IIAg_MFuCoY,750,70
v_tbKBKWCh6rs,152,22
v_1-nEQf-TJPE,206,88
v_Te1d8H4VWYw,56,30
v_0KwSF8NdEug,651,103
v_-1IBHYS3L-Y,788,169
v_XqxJsWQqKRk,647,149
v_ulJxGEx2r7o,406,38
v_Iib8Qt_9HQc,354,194
v_UxIXOCccW24,236,185
v_JviFZ5Cliug,683,129
v_OPqqbxGKp6E,519,151
v_Y_dtU10XIsg,196,55
v_bjtjeUcoxkg,361,60
v_KFIxTdJtXAE,892,167
v_Iwgbi95VjXU,564,111
v_byVhCu3KH1g,292,77
v_j3P7ttoKGeY,294,189
v_AahkhvTAXwg,396,104
v_7lwrP2ma2TU,418,91
v_9Pun6fgAg8Q,334,27
v_jcqRPdvb18w,227,140
v_6B3qNzgqnpc,134,94
v_PBZScfP9ynI,29,17
v_TZ9JbvClnZA,51,109
v_Eh0OoXQDLVc,416,34
v_Lan3mtnCmlw,198,177
v_eJnSC8C3OIw,874,52
v_F12ga-do744,210,10
v_4aiE_-yQWZE,680,130
v_F99Suh6SvD8,474,130
v_t04jE7d0Obw,545,3
v_X2GUUIGudxs,1408,137
v_517rgTzIobE,326,63
v_dyobp97TugE,562,125
v_zyPisOj2Tdo,347,104
v_Uofnmkfohkc,493,52
v_RZ8r5B69CLY,390,27
v_LtQTtCplKz0,581,42
v_lx83HHNNrlc,491,152
v_smJtFktW640,619,1
v_VN-BUL75x5Y,437,135
v_f6JZ3LWJRVE,398,91
v_8L1xXJvKuv4,286,30
v_bj4nkWPdqIY,716,42
v_ePAc9xK9fac,374,58
v_Gdf7ZWhh9Nw,398,15
v_1AZxtWKkRlo,722,34
v_QX3pwZOJbRs,453,135
v_V2QIntSKqhA,147,114
v_mBAlD4A8swo,82,25
v_nDbLtdY66dA,282,20
v_eDMv3IHGpnA,796,83
v_esQnfUcBbPE,399,112
v_fZc3tkvUJe0,333,178
v_a25vC5zsf6A,549,49
v_6TxGVSw6Ayw,261,161
v_K9cQxJ37xzA,398,25
v_irnvsfchQX8,141,115
v_cdEBDjnH9xk,231,174
v_erxnWYOO1ew,23,164
v_ciEBsDNryN8,372,98
v_LmEUkoYh0nQ,516,117
v_yUC6HXP9S8A,721,142
v_52tZGZGuWP4,291,159
v_gc04Okw4DTs,530,73
v_IuntoXkEWPI,108,132
v_ZBZUrC4M5E8,372,48
v_EgPk-mmJyS8,302,9
v_po_mfZ5LUVo,435,187
v_o18RrUlR-0Y,503,60
v_xSMmdsV65Bc,659,156
v_G9ynahMxUz8,355,95
v_Z3noRsTXGt4,70,129
v_r1v5fEOypSM,323,195
v_C_bwHYiX-Vw,647,49
v_0wpStx2JuS4,257,159
v_JV4ss42WZG8,245,150
v_AWAMhmc08Cw,526,22
v_q9T1GR6s0vI,448,185
v_vPh9o_BuJaU,56,166
v_RAQs7EkXLtE,806,89
v_nT1-fINd4nA,68,108
v_UoGoOznvKew,534,165
v_sRMrtzg0nwU,342,146
v_8twDb4CdhE0,106,138
v_Ti14bsS3RtU,789,131
v_d83YCo6xLkk,93,111
v_k3yRK68SEDE,49,100
v_5IwVWA2HY5M,524,29
v_DOONG5zq1Yg,44,145
v_gYchIiLd9Uw,332,96
v_Sx3YbcKbuYk,297,40
v_3hp7kPpZDhs,284,42
v_BRApK7rWSAk,270,40
v_1F_CSpL_4Dg,463,182
v_b4KrsFjcj-o,555,116
v_r40TuTkt9y4,654,167
v_8leZKBY0B6I,426,72
v_dj_GBrR5N4E,264,11
v_pvpfRBndHh8,24,2
v_0rX2f0H3AaA,248,143
v_uh-H5Gmt4PI,393,6
v_FkWxS_5VxsM,385,47
v_DPsa28MmdoI,742,167
v_lvAXZEUE0m8,570,41
v_0BXBfSWIR2k,19,84
v_PaPR1XQU0_A,755,137
v_4eCKiA1czfk,325,108
v_YcxPoVlukf4,400,161
v_R7uL6BvULN8,257,84
v_ZNVhz7ctTq0,51,75
v_HB11MXjwvVo,468,45
v_pHq6Eb280uM,700,189
v_GTV4XlxawgE,368,96
v_ffDlO-IrsxI,273,162
v_v8fS--GlXF4,344,112
v_y2MSbfOsukM,507,28
v_aq41GgfAlDo,45,98
v_v8u8BiprYKs,248,191
v_twGoVVPO08Q,597,7
v_7MDr4f1r8rI,744,19
v_7dlkshlM4nk,70,184
v_e__FVkfXB-U,490,125
v_InwY966XXBY,622,114
v_C1kmoJttp4M,400,151
v_DRWMUsADKFM,684,53
v_8ClpQ4q6NmM,453,12
v_CXb3Ce7s6G0,468,187
v_G4D6UtJh3AU,294,28
v_2FjaU9wfxaU,603,135
v_buBtMl9SUNk,865,177
v_Vfb3LmFDols,486,102
v_YrS64TBX798,65,15
v_3HUoSa_3vpc,307,88
v_uZk7ciOa5aE,473,70
v_8lhODyltF2Q,453,74
v_MxZtYALqIrE,871,162
v_XlR3u3bROWM,502,69
v_EMgWolnolDg,537,181
v_0ZzKrBk1ac8,213,100
v_cqHWqXRkUfU,303,182
v_9yiXv7Hu5Lw,234,142
v_zTnRo6yABtg,770,125
v_XpFkoI5hz7s,369,79
v_qZIJRg7hJ0o,464,170
v_EWSMeiZqUHQ,415,79
v_pOIJeK3YZr8,892,191
v_YKzVHb16eUk,278,16
v_KyDS9Zg76Jg,569,16
v_K5_Rm4MfF9o,532,196
v_xBO66pI09rE,120,134
v_hpoReoD1vD0,245,29
v_kee3-2cw7-E,44,139
v_xBGgX2PqAo8,887,162
v_U7SRRMoCGks,449,23
v_zUt53fHpqc8,220,106
v_eWP99kNayuU,120,131
v_s_hQSJVIN3c,263,145
v_lroya8XhuPs,587,105
v_2j-DRUk2yCs,302,96
v_Yd0q08-cpJU,468,89
v_zkR_t6p3lto,723,180
v_oJCB2Zglcq4,164,113
v_8ZPV7ySIcbM,764,49
v_-CS7U_XrkPI,383,190
v_1Dpm9kvn3M8,156,67
v_XSfG1M-Ik_A,161,48
v_GRGBMJG1Koc,754,144
v_7V1ZHZRHFrg,388,129
v_v79nh_3vpVk,382,14
v_ffWMjZCysO0,817,176
v_nlkmPF8TBdQ,544,56
v_eqm20MDaeRQ,49,80
v_oHDeMg1ZFp8,416,16
v_mqUJEX9qk8E,409,51
v_lue8XE3MEe8,265,145
v_xuEhV19bVRI,267,126
v_STR26rN9GcA,102,159
v_QU5R75IyQow,446,110
v_GJz8FEFB70w,450,10
v_x75wqBUD3zo,540,18
v_icm5lX5pZE0,324,137
v_RYyGvn4MOr0,47,170
v_XSnPmf41ToA,243,76
v_e_X0K2t8API,306,139
v_5Q8ltS84BBg,135,92
v_TWhxFETOG8I,485,133
v_W0dCIs9Y8yg,506,180
v_oQ_gE5_0xyc,558,104
v_JLdp1Kz0naI,592,87
v_9Nj9WdaSQCs,310,61
v_WdX_4wwtkGg,438,18
v_ybF4RykZxK8,237,148
v_oofh5aSJUSc,243,106
v_kHyEIbBnzYM,362,17
v_PRLlYhneNMk,421,53
v_-v9YLmGCYO0,269,188
v_4hmJfJo6UI8,440,7
v_pZsHrSHAOqs,45,109
v_1Cf8TkmsbMU,508,25
v_ZyOPt4sgsbs,398,120
v_9YxgMsdO9GE,518,75
v_-1IlTIWPNs4,321,55
v_gusezUdYfNA,260,59
v_RDq85fMq41s,656,15
v_wWOH-b4PTq4,461,85
v_F4GwrEQUvDc,296,24
v_BVhUKjJrEw8,768,4
v_b8ftOk8tKxg,411,22
v_-y8LMGQt8uI,762,180
v_jN-FG9yxNvE,126,193
v_AA1wvSZ4Mno,146,75
v_eFZufRRvIz4,100,152
v_xAaHXwTz1Ug,177,144
v_BWCMfPoKlMM,158,7
v_ZKtjyZhRB6E,159,146
v_xEnnIWce1ok,41,126
v_jC1He93cebg,387,129
v_2VvCuSFicyA,385,75
v_R8-iriCwcyE,520,11
v_pIUpJihiju0,238,152
v_G6LjkB0xv2k,303,194
v_n9MONPwq7x0,509,39
v_offWBoR4Ggg,310,133
v_5rkAMBttgPc,290,88
v_aivuk1LvDv8,407,65
v_cqgecSy943o,818,52
v_b1PAqOmflgI,125,44
v_pASyH2NPOOw,652,116
v_FkWlzk8CrxA,311,70
v_wAt_OsQe-qM,480,82
v_YWsqpINl8Ic,268,36
v_drMXYzlmJQU,377,146
v_wr2FC2P3hIs,262,68
v_c0Hix_5Vm8I,814,183
v_v-dxQNxdMrU,341,87
v_90cHokbZy6A,638,178
v_EJiyr-6l3ps,146,120
v_rPeQxKmIe4I,105,177
v_45v95EtrJX0,14,179
v_rJKrXQ4v-9s,289,197
v_rR1R-x_UlOM,298,88
v_eNE8O5cgYuE,650,176
v_-tv6laq1ic0,204,57
v_cGqmHplppAU,651,111
v_UCBAyJpXuCw,541,160
v_9qOfesI3bGE,432,98
v_u08gU4eQFHY,33,6
v_2zvN1cL1uik,716,59
v_KK7g7udEPuo,409,123
v_u3qNB8GDOzY,322,174
v_dI6TWaB6tls,413,3
v_nt4Ag91306U,367,39
v_Huz41aVo5eo,470,66
v_ksvIIhvmSRM,782,171
v_1C0Ur7fen8s,132,189
v_BoK5y7jdhzA,306,69
v_6180cMhkWJA,207,133
v_RKUEXxnXrm8,553,29
v_nQVJyUX8fHw,670,39
v_ADbp9ObJVxE,451,43
v_WTOTYZOu3MQ,481,63
v_j15g2ZTig1k,530,92
v_GNzaxjYL0TM,333,87
v_oOYaw6-b4SY,407,2
v_1XicledQXng,452,28
v_AVL31l6H1uI,55,136
v_Ayix_aDOrzs,505,68
v_ITGlho0dw-k,377,199
v_pjF6uBZHVRE,600,19
v_XDFJFhaG_p0,707,82
v_oFku30m99do,55,5
v_UIrn2ziRgEM,169,67
v_A0H6JceDqlg,426,39
v_n7ED3zaQqws,424,187
v_JtQSDGSKnsY,625,45
v_B3ZL18f1x4Y,892,29
v_cEHyZzBsWnw,463,6
v_1xQTlp0hscs,877,73
v_SFDvkbDZTjA,533,120
v_hPIHCG5n7RI,394,141
v_zf4MXHeiSXs,787,51
v_w8PqH7bltJQ,514,49
v_D0dyvNTI7yU,474,116
v_-v-Zail6TNw,118,18
v_Yb5b_xx1P9I,353,29
v_elW8E-9bCRQ,574,3
v_tO1VJnsd8sg,745,93
v_zCcUwVzaEac,390,76
v_1fmaEo3wzxg,722,57
v_Pso333FAp2w,390,125
v_M1J3XjExaW4,371,121
v_TCFDMNSYTVw,726,195
v_s82_J03bqwQ,713,84
v_rgJ00nNS_r0,151,121
v_lgWH94ea3-U,273,59
v_5pzCqex6S48,229,11
v_Hh7aXAtWsXg,102,190
v_DuU7OKTAmsY,501,171
v_8LI3rnG6kMA,273,117
v_gCku1WVr608,441,135
v_UzdI8PLRiXg,689,178
v_o-S8I8lhQpo,794,84
v_ienRkMdn_OM,365,15
v_PVJK-r4pNg8,281,63
v_qV8hycDJWto,304,198
v_tdHQb9Uwc4A,696,164
v_VFSSZXuMmgg,526,173
v_JKVOi9DE8Hs,137,190
v_9mL3eC5iizc,245,18
v_v7OW60YncY4,511,43
v_YL3MvJVk6u0,142,191
v_zryPDx9WL08,570,83
v_G4fSvtn1HAw,724,103
v_Ksbk5rtqVd0,333,199
v_uO2YgcdqoZg,569,63
v_cSfs5ht9sro,1538,180
v_PqrexMJ5ohk,485,162
v_ot4CuJqrN-Y,372,128
v_UJfwaeMrZ7A,93,86
v_q0o0k2uD0co,85,136
v_TxiLjdHoXU4,475,54
v_Z-UR8n33TWc,82,185
v_JaBA8V-nuDg,665,146
v_2WvbAEMG5DU,222,111
v_aVL9ArQS_Ag,436,31
v_vSExyDlV9JA,123,157
v_0hWGSkDnRHA,779,30
v_NNQQPZpzCOk,235,179
v_nn-ASL9KZUo,401,190
v_dzpsJQN4o-Y,543,66
v_tkmoslnsmwY,705,167
v_3pBldeB3uaE,388,62
v_-z0ZvJD9gY4,412,12
v_C7sabT8febk,424,73
v_3sL7fLHM09c,115,61
v_NVtRGWuiEP4,478,104
v_S7RWgSxlZ-M,370,178
v_fGA7nlbGmHU,257,160
v_jmWtHelsblo,802,1
v_w6P9JrTGRlE,305,0
v_Y5qDKbTkCaY,400,48
v_rv9jW-t3mT4,1299,19
v_etqiXPKlthk,747,32
v_2DtotlMv9Gg,195,141
v_p2P5g7HTJeY,610,141
v_T6TgMYLrPII,424,19
v_iMF8-iDLl6U,822,118
v_R0dqEWnDC7k,334,8
v_m6T68amiXjs,878,14
v_uqAFtPVzEEs,419,105
v_PLWeVDUH_Cw,247,26
v_5fMtHNSIOAE,643,192
v_7TOw39_59xo,421,136
v_r82RY124wVY,373,39
v_rBGdFwbG118,635,136
v_l_36uVP3LnI,359,42
v_rKnQNI9PNFI,497,97
v_WYcTPQSXwRc,581,128
v_4x08i2_AYKo,142,164
v_4FGdbFzq-8I,276,186
v_2ESPauwYUnQ,93,9
v_te1znGPS_Vw,474,35
v_wlYxVUJSJVI,828,133
v_N6y3yXiVo24,130,139
v_3jt4XE6ilIQ,203,112
v_ykdPTjsmfgY,531,115
v_zL0L9Faa5CA,270,64
v_HbXNXmCRFh4,11,30
v_cFJo7Nm2W3Y,656,105
v_J_ZY19xnhJU,748,188
v_iuVi8QAWfCI,455,154
v_rrTNLcPCWK8,811,46
v__UPD2IvdQ_M,184,23
v_A_4yI6vh03I,523,19
v_c1Gby2EHBzs,76,141
v_Bbb8CybvMlk,664,53
v_IAqNteMxXNk,396,119
v_qSXMTcGBqtY,836,28
v_i2u80Y3BMYs,669,10
v_eECoZPqsTYI,596,160
v_4ELWxQw0PPE,705,100
v_W_iKlOPSDos,294,196
v_J4WbF-bJ1T8,661,130
v_LlpV8R-EaDQ,63,111
v_nKnsvy7-wAI,482,172
v_m_B1Jb6Wwn0,129,31
v_sbvdGKpHy2M,211,60
v_Bhc8INrOToY,731,183
v_Ux4brKS0Sac,445,53
v_00S8I27qDU4,115,24
v_PT18KK_6jmU,664,177
v_E4AoMNfsuaw,347,45
v_qlP8qKtGE7U,158,0
v_g9bIJ1MIvPk,667,131
v_PUHGXI6N0DA,212,11
v_DD3MU7uM9mM,48,126
v_4kriQ6h6ymI,589,51
v_-rx6D1uBsUU,1378,167
v_yIIDIQDKVhI,495,178
v_rbDbXXqaZaM,366,74
v_c8LevTVQ5nk,214,160
v_pLJhoqTpAaI,378,49
v_pPn5f_ked3s,29,7
v_rqraLuIBvyg,338,55
v_cXRWQa9tQLw,583,34
v_DxNIzbD6uD4,286,79
v_eCzDH6PdtlE,356,54
v_mXb1tduBEj8,310,27
v_HppLOtjJY_Q,248,94
v_o0O-CwwSaGw,450,12
v_gJydcG-d1cs,890,38
v_lIbRuIm9MxI,405,159
v_U_Pb3Wm_pb4,369,181
v_TPsMocKBQU0,552,181
v_cau489T9DLE,112,104
v_8LTh7r2U8Fw,586,24
v_yinXvETACC4,473,25
v_sC_hs-OXERg,565,43
v_MEwGjGcV_Ik,73,179
v_UOL8oxziVwU,158,164
v_GhwvPy4_2KE,215,188
v_6OLIr7E0eHA,209,160
v_GcEutQTeAnA,149,136
v_J5xPmg3tmtg,467,197
v_j_YetAlzwbk,277,71
v_1OmzECVyIww,170,23
v_3aQnQEL3USQ,780,164
v_n1LmL6_vxKs,78,10
v_2I9xymLVssI,805,174
v_NjFxN3xQqeY,269,74
v_G7zChU3ma0M,231,109
v_6koP53YFNjg,148,106
v_ggNmtMAdqe0,252,198
v_gE1nShlv6mo,510,9
v_q9y-83399Ao,436,187
v_nGYqSqf0yCY,617,172
v_3Edxa-t4MxA,592,34
v_QT2l100KJe0,104,24
v_8v2sAylgkgc,188,188
v_o6Xr1PiL-Jg,221,168
v_1tRTSOnylOs,127,112
v_CmS2nSm5n2Q,724,130
v_TCcopbAANQ0,590,101
v_aFVthcfDK9Q,116,5
v_ognXkeWL7h8,708,5
v_ZvVnXvKlKbQ,537,109
v_ydRycaBjMVw,884,72
v_D-BRqQhL74Q,163,192
v_H1FKtaktOEc,770,91
v_bcOFV26B3jk,75,95
v_sFQ7AaId8zg,169,155
v_taO9hPOvMz0,613,186
v_g5rkuDdjRVI,589,148
v_4taBobzpYNU,223,178
v_b_iUgvzb1-0,163,48
v_4gEDonpfTeY,656,3
v_vcE8e-fQBhs,669,81
v_PJvOR4ue3tU,313,48
v_hDf32SV0QN0,162,28
v_mG8h5rX3OnU,246,124
v_WvpiEwrWmWE,635,104
v_lGRZ3F7tW2c,525,44
v_dbR5AzEZOPE,573,46
v_KdqoLhoXjS8,446,135
v_eElKkhIJXCs,223,69
v_3Hgwyprv8u4,208,45
v_t-xIv68Ac4c,729,1
v_z-1HUIQFGIg,545,116
v_pgBfTJzVB98,203,190
v_HUzoMRdSrZo,267,133
v_z-94IUxC4Xc,521,148
v_B_-jPPr2RLA,109,86
v_xICaX0kCCF4,135,25
v_nPTq63WtemI,25,145
v_5MjAgMF_FzA,407,151
v_Sb2SPX38lyQ,625,87
v_7dx3MobORY0,760,103
v_jMQP5ePI4eQ,678,92
v_r4iurK3kOe8,260,125
v_zzxYEZkahBU,208,179
v_9pJZsi04xBk,357,69
v_H6hb3SIqdL4,54,190
v_-t2ikmhg9_w,727,45
v_eil9mWGJB8E,108,100
v_Rc_pWU_3WLk,97,185
v_OMlpKhvmMpA,100,106
v_IGcalXmWUwA,587,44
v_QlQrJ5WsWzo,661,114
v_ZIvekQVbCZ4,652,175
v_bf3ac4bkIIo,316,150
v_mvomkmq32vU,244,64
v_qU_605hliNw,537,196
v_5kBKAfEX7XA,169,11
v_-qtdjw3MYcY,46,110
v_izSjI7hH1-Y,384,72
v_w9cJ3FNGw_U,703,113
v_0qTzoVjsMpQ,844,59
v_wJOHmxQZPR4,698,185
v_w69pipCSlM4,457,196
v_ABmZdlZEZOY,701,177
v_u6HM4rYdllc,745,140
v_x2ztI3YNu9o,421,98
v_G8-soqkFiI8,91,111
v_R4M90w2zPVU,314,161
v_WmQC309JCAI,564,141
v_YSO5CGeeTmE,399,128
v_3CImIarFM30,74,184
v_a-6lVnhqU4w,475,24
v_Djlmto9iibw,330,12
v_yFOZHa2pn1g,555,41
v_DJNmAoSQu6k,552,172
v_ZL7xefcDWYc,191,61
v_xDRvD_-fvd8,240,130
v_D4LoDBsIFjw,486,115
v_oZa-yum3mcU,471,51
v_0S0fNrI4oVs,320,130
v_c3vEqTcKPsU,297,152
v_omuYi2Vhgjo,728,65
v_iYxj8a1TPYk,588,44
v_vruB4ViPGuE,66,0
v_B4zPg1ftxf4,1596,35
v_LHiui4s2X1s,259,106
v_TLJdzU44My4,164,45
v_aaMrQi25WHc,230,186
v_Kp7pUEKrb8Q,278,150
v_TjMdEjgAKLw,193,156
v_G6W6wen6n7w,174,64
v_80pIiAmVa5Q,162,132
v_tSUzEX6ps0s,496,29
v_JH-Q5JNTgwE,806,158
v_iPc-u9aU_SQ,491,118
v_kWh_zSLpZuQ,408,44
v_nvsZFU73npI,541,185
v_Ke29p3rcs1k,561,43
v_u0p_dBCEDs4,524,56
v_qywEvklc1kM,409,151
v_Wr69bnB86d0,355,32
v_gU67yCVXHnQ,280,28
v_sJ0Tc4nthOA,230,130
v_PjSOjB7qhcA,93,46
v_CZRkT9Lno3k,190,19
v_3svMy4Kfjd8,436,196
v_6wTk8QqWxuo,182,74
v_sFMa1EP7d2M,826,101
v_iPU4muYW14Y,1348,97
v_6Pj1Ocz8MUo,377,148
v_JqFFXs0RAnI,70,163
v_Si4_ER4lUME,146,94
v_6E4_XOsT89k,49,81
v_8v4NoUJMssI,164,0
v_cErtrZrWhiQ,315,98
v_8Nv52hFr0tg,462,54
v_4Fxj9ObTMw8,62,22
v_N6vpa6BarX4,552,85
v_G1LGXWN_9v4,403,159
v_lVe-7FnfNz8,63,193
v_s5oN3d77e50,222,87
v_B0rorWq-j44,175,152
v_mhqfGS59FG0,288,93
v_aWz9H0jTv3c,637,63
v_73n-KuFkH94,560,42
v_98buk_vE_z4,660,159
v_kgPvfYhmn54,683,167
v_27e4y89XeyI,73,9
v_uyp6t45rOD8,880,64
v_Gn7Ha7l1uOk,760,160
v_lipavQnHm_g,279,93
v_tQ9yPS_BJHQ,226,170
v_y0_lTTdKkro,361,133
v__5by7Is4JEU,307,175
v_W3fKTlm1BPs,885,69
v_PPXrVuZAb74,36,81
v_m12BPEN6Y3s,674,103
v_Sbgh1UQcG24,736,16
v_R7vb6cuP6GE,295,183
v_enx7eEDrYcc,104,145
v_N1c3C_Npr-E,244,51
v_6ffxjwTIZHk,394,184
v_306mYrvdzIk,857,27
v_KoCjfxd302Q,455,71
v_mWj6lO9PZCs,532,123
v_5Ia1MCFut_8,68,132
v_ZIbrxshdMu0,435,121
v_WkWCbz54JSU,446,112
v_wBbSb9Ubis4,598,112
v_F6cNWYlfUs8,139,197
v_m4ef0fCA2WU,117,188
v_MFx2omPfM2o,403,170
v_KTIzccovgeg,242,55
v_jE2jDJ9WHeE,301,69
v_fgFU8vdsA8k,533,41
v_O7SljQqahy8,114,119
v_at3YFTd6nEw,695,72
v_n5xfkpQ8PWM,55,53
v_fg_R9Vrr1KI,188,11
v_96krk6Ka9Vc,432,141
v_MmYNcmba_Ps,89,81
v_KVaTsulE5Z0,414,181
v_mXbrIyhXbQo,115,164
v_x3WVWHn3teI,483,87
v_-boJqGIgV9I,251,190
v_x06fLYM58wM,534,78
v_4qONyTNaPOI,764,196
v_COIwJdDOmcc,621,118
v_cBMi-cIbI2c,63,13
v_r10jGF9lQYM,809,142
v_hDV6wQKvKCg,165,188
v_n9Fqjdwh-L8,330,116
v_gIFI03m-ATM,202,35
v_tydn-vo3DaY,662,58
v_q-mpNUe0JNo,511,52
v_0XRZ2F5B7fQ,90,169
v_Az7bzVcLMSM,689,89
v_qCy-68g0oXw,401,106
v_99dCcB5Unmo,564,78
v_YeNlYRWhFzE,790,186
v_N88-LuWK_K0,466,113
v_n6k21NjvqXE,293,167
v_OUPEzXXawCs,310,4
v_NZ5iioSnCO8,255,179
v_AWPlbtK7afY,1412,173
v_Fpivz0Yie_Q,752,87
v_jqZg_FK2OlM,93,153
v_Zg7J_rLXbuk,371,54
v_Hi4YiQO47EM,295,106
v_l7rzaG3aDyw,715,89
v_MoPg7NqyhLI,260,91
v_Bri_myFFu4A,245,82
v_gPofktt3hUw,284,156
v_OzAqwPQ-APY,237,117
v_7jGKlEvH_uw,558,140
v_Qx4YLntwZ5s,841,107
v_On4V94fVLpg,619,117
v_q7Ap96aMkZ8,63,176
v_WL4iqWa_1Z0,148,0
v_Cl0lsFUR5HE,703,148
v_4-BW75h1D1A,810,70
v_iSHPVCBsnLw,192,172
v_yOKDaH8Go0A,477,154
v_tzChPctqAP4,468,116
v_-HKsU_uFUWo,892,132
v_bz62JE0qMSk,719,99
v_4ksF9BUdQJM,114,123
v_ui_CNb4FUtQ,892,20
v_BO0vQ6ASVlo,292,125
v_s3DoV1L9zAM,116,160
v_DXu_aHrZaUs,447,147
v_p377oL-EM_E,146,48
v_bhRHD3bBNZY,352,140
v_aF0gDTbcOxE,802,185
v_IVnPfvBZxKE,359,29
v_YG_jr8Efdxk,234,6
v_bDiwuABU45I,121,199
v_OUY4TkdjnyA,646,189
v_sFQ343Qq4TE,393,79
v_iNMxIXAcHYU,149,5
v_sbvk9FNaAH0,666,84
v_dUBkspFNj-E,596,162
v_GFQuGc1yY8o,330,3
v_-zfOvigQLdA,74,62
v_vu-3Zi94F0M,32,94
v_xafFWMX7ZeY,854,75
v_gOUqdgxwNPw,838,195
v_-Wmrg_0jxA8,347,172
v_pRzFL4_I-cE,501,158
