video,numFrame,seconds,fps,rfps,subset,featureFrame
v_NSi8DorB6L0,1188,39.73,29.9,29.59980,training,1176
v_ComW-O6dMW4,4125,137.60,30.0,29.88372,training,4112
v_gLsHOCeeVUM,3229,215.60,15.0,14.91651,training,3216
v_pQof_-tUNtY,4501,150.30,29.9,29.86028,training,4488
v_-NndIs9BaS4,3190,106.58,29.9,29.79921,training,3176
v_jQ2UoAENwlw,1543,64.44,23.9,23.71198,training,1528
v_gnZssGiQC7A,1703,71.12,23.9,23.73453,training,1688
v_V3dTp7_NyiE,1592,63.79,25.0,24.70607,training,1576
v_zu960Glpzo4,2397,100.08,24.0,23.82094,training,2384
v_ojQdrhHT_gE,2873,95.90,30.0,29.86444,training,2864
v_TOfBNYOlv8c,2573,86.01,29.9,29.76398,training,2560
v_Zm32ORZly10,2240,74.77,30.0,29.74455,training,2224
v_bqA-WmqF19E,2417,80.69,30.0,29.84261,training,2408
v_2kx--bbqXHg,6755,225.28,30.0,29.93608,training,6744
v_9z_ylV5c9HA,7495,125.13,59.9,59.77783,training,7480
v_woLR9wHe0Vs,2539,84.80,29.9,29.81132,training,2528
v_T8wY9ZQv8vQ,8785,175.78,50.0,49.92604,training,8776
v_QgklQUCQcV4,3144,209.72,15.0,14.91512,training,3128
v_Lh50gF5l0dw,444,15.02,29.6,28.76165,training,432
v_j5cmc3cnLeU,2600,104.14,25.0,24.81275,training,2584
v_o4uymxrCKeo,379,13.35,28.4,27.56554,training,368
v_i69NhEDno_M,3425,114.38,29.9,29.86536,training,3416
v_iM8rmKLJnt8,1677,56.05,29.9,29.68778,training,1664
v_1VDNFR3vQR4,636,53.22,12.0,11.72492,training,624
v_tMheZSxPl3Q,2180,91.07,23.9,23.80586,training,2168
v_3S5RoKVsAys,4513,150.68,30.0,29.89116,training,4504
v_83WXP5z80Y0,4210,140.67,29.9,29.85711,training,4200
v_oB6h3DscMUw,921,30.86,29.8,29.55282,training,912
v_Lyi8-hf1rCw,1327,53.24,24.9,24.64313,training,1312
v_PWrVWeH45Zo,1197,44.44,26.9,26.64266,training,1184
v_zGDecqEw9AU,1509,63.04,23.9,23.73096,training,1496
v_9YYypM0JvUM,3484,116.38,29.9,29.83330,training,3472
v_v2iIR1YLdz4,1603,53.62,29.9,29.69041,training,1592
v_9Ht1yvo936I,4769,79.64,59.9,59.76896,training,4760
v_wHRHS7_4J_s,2007,67.04,29.9,29.71360,training,1992
v_qcV3JtJDoV8,6271,209.12,30.0,29.91584,training,6256
v_Cof9eHf7VCI,6596,219.96,30.0,29.93272,training,6584
v_1_PiNdPt6RU,449,15.07,29.8,29.19708,training,440
v_Or7mIy83LsQ,3539,118.17,29.9,29.85529,training,3528
v_Zgiq5MK8fQ8,898,30.05,29.9,29.55075,training,888
v_0JpULUYPDX0,2996,100.03,30.0,29.83105,training,2984
v_lUX1nfb5rx0,3387,141.36,24.0,23.88229,training,3376
v_IoiDAHNryTk,1407,47.04,29.9,29.59184,training,1392
v_QLbWA54l1Sg,2821,94.23,29.9,29.79943,training,2808
v_8z29qtUWwdU,11371,189.78,59.9,59.85878,training,11360
v_PV8QJ4QJgtY,6949,231.97,30.0,29.90042,training,6936
v_Z3bPr9odxpw,6090,203.45,29.9,29.88449,training,6080
v_qpyAkXLIJz0,4616,184.74,25.0,24.89986,training,4600
v_uE3YXkZoV5c,2674,89.40,29.9,29.79866,training,2664
v_jSHcj_pXiI4,4929,164.56,30.0,29.89791,training,4920
v_XM3SktXBbHU,231,7.80,29.6,27.69231,training,216
v_rML1aj5XW0M,444,17.86,24.9,24.18813,training,432
v_MzqovHjEKE4,1874,62.62,29.9,29.76685,training,1864
v_o7z-u08tc-Y,1792,120.05,14.9,14.79384,training,1776
v_GdrutQ4RrDs,5033,209.77,24.0,23.95004,training,5024
v_fX3tcnTdAN4,3506,117.08,29.9,29.85992,training,3496
v_QwLiAkfSa9A,3447,115.01,30.0,29.84088,training,3432
v_hsIudyKGz6A,2001,66.85,29.9,29.79806,training,1992
v_xJ3KAhVRr8c,1685,98.27,17.1,17.01435,training,1672
v_2zFmooC8gUg,6542,218.38,30.0,29.89285,training,6528
v_dZa5ir3baH4,1118,37.38,29.9,29.53451,training,1104
v_gN27GB5txG8,2671,89.14,30.0,29.79583,training,2656
v_s_H9cTp2tT8,1617,64.81,24.9,24.81099,training,1608
v_W34A9wUi-4g,3401,136.19,25.0,24.90638,training,3392
v_jvQU6RyhY7I,1433,47.86,29.9,29.75345,training,1424
v_2mmN96TdEdY,6556,218.99,29.9,29.88264,training,6544
v_-cwPzzcNpGs,1962,131.89,14.9,14.80021,training,1952
v_1UIhgxQXcfI,5388,224.91,24.0,23.90289,training,5376
v_Tp6MFA0SbFU,643,21.55,29.8,29.32715,training,632
v_MIE0KbGIXjM,3572,119.28,29.9,29.84574,training,3560
v_gY-8BUnSgf4,6171,205.80,30.0,29.93197,training,6160
v_Er88I-NQkG4,5422,180.88,30.0,29.89828,training,5408
v_lydctNDJZ5o,2879,96.15,29.9,29.78679,training,2864
v_rLH89pN9I84,5862,195.72,30.0,29.87942,training,5848
v_6G1wS1p1ig0,6677,222.94,29.9,29.89145,training,6664
v_ZoKdN--u6TU,4208,140.37,30.0,29.86393,training,4192
v_twL4mmkCQ0s,1619,54.15,29.9,29.69529,training,1608
v_6iSqTbL5WXY,651,21.85,29.8,29.29062,training,640
v_KwhqAV_0o40,5024,167.60,30.0,29.88067,training,5008
v_3zDw5mwGIW0,3795,126.71,30.0,29.86347,training,3784
v_CmEQjszPDrg,6615,220.85,30.0,29.88454,training,6600
v_drjYCuezfA8,2861,95.55,29.9,29.80638,training,2848
v_H0puoztHMY8,1172,39.15,29.9,29.62963,training,1160
v_FwbnNQBzqHw,5003,208.77,24.0,23.91148,training,4992
v_y5wu5pysE14,5608,187.27,29.9,29.86063,training,5592
v_ZIFxB0gZ5tY,2489,83.08,30.0,29.85075,training,2480
v_hANXaoStVR0,747,25.03,29.8,29.40471,training,736
v_rGuOU8U5Bvk,5086,169.90,29.9,29.85285,training,5072
v_UQXB3JOoxYE,4742,197.93,24.0,23.88723,training,4728
v_XJ-knBky6S0,3566,142.71,25.0,24.88964,training,3552
v_95pMelnv2dQ,193,13.91,13.9,13.22789,training,184
v_zaPxNw11llc,544,21.85,24.9,24.16476,training,528
v_Z56Xq8Ud4I0,2437,162.68,15.0,14.90042,training,2424
v_grroBKRxAMY,2790,93.23,29.9,29.77582,training,2776
v_5QBRDpzedoI,2820,117.87,23.9,23.82286,training,2808
v_KQvqRh1mY8c,391,13.14,29.8,28.61492,training,376
v_uK0dxEMBXfY,2822,94.16,30.0,29.82158,training,2808
v_Wx-fRCjU9r0,2715,90.67,29.9,29.82243,training,2704
v_T4g31MwZ2ds,3750,150.14,25.0,24.88344,training,3736
v__rs8dhCdI1w,5735,229.51,25.0,24.92266,training,5720
v_klGP18026Ek,2155,86.36,25.0,24.82631,training,2144
v_cb5Xy7k7z1w,3237,108.02,30.0,29.84632,training,3224
v_bpfak_VIJ8o,7043,235.13,30.0,29.90686,training,7032
v_XJQlO4G5Fns,837,34.97,23.9,23.56305,training,824
v_TN8tBV7CY6U,3360,112.20,29.9,29.80392,training,3344
v_XKOeu8n7R7s,2254,75.30,29.9,29.74768,training,2240
v_uBCLX7hfZLQ,4472,149.33,29.9,29.83995,training,4456
v_qf5wMRlZYnQ,11579,231.69,50.0,49.92878,training,11568
v_V4BNtCtuSQQ,347,34.88,9.9,9.63303,training,336
v_K8Fq9kjfK_U,3755,150.30,25.0,24.91018,training,3744
v_2_Tgrk8iJpE,2122,70.89,29.9,29.79264,training,2112
v_V6lFpCjRKC8,1922,64.23,29.9,29.76802,training,1912
v_jqLwYHwYYPM,6296,210.23,29.9,29.87204,training,6280
v_owflykBauOA,776,25.96,29.9,29.27581,training,760
v_3792wPKkdXI,1609,53.80,29.9,29.73978,training,1600
v_ZQU0p5OKC04,274,22.13,12.4,11.92951,training,264
v_VDX1IQnUMgo,1559,52.15,29.9,29.60690,training,1544
v_5BAvlsHfTLk,4544,151.77,29.9,29.83462,training,4528
v_KBfCXpgGhdw,3968,132.49,29.9,29.82867,training,3952
v_WsqMDMOjuN4,6830,227.77,30.0,29.92492,training,6816
v_Bs3OMhhUlY4,452,15.19,29.8,28.96643,training,440
v_g6L-l5sgFEQ,4498,150.23,29.9,29.87419,training,4488
v_oD45QIOK4z0,6373,212.74,30.0,29.89565,training,6360
v_nFhBmNJ9zN0,5808,193.77,30.0,29.89111,training,5792
v_EjRE-fbECtg,2420,80.81,29.9,29.79829,training,2408
v_0McanL-Gob8,6852,228.72,30.0,29.90556,training,6840
v_bV_vdBbOubE,4616,154.11,30.0,29.84881,training,4600
v_CtooIi6Mk7U,4869,194.91,25.0,24.91406,training,4856
v_cwCNZAsvf8U,1045,69.94,14.9,14.75550,training,1032
v_7yg2zbiTJJ4,1922,80.30,23.9,23.81071,training,1912
v_RRIGf87R6jc,2840,113.80,25.0,24.81547,training,2824
v_9qNM5tNMxK4,5175,207.10,25.0,24.91550,training,5160
v_aR05GUXDiYg,3584,143.45,25.0,24.87278,training,3568
v_5gc896my38M,6196,206.87,30.0,29.89317,training,6184
v_OhpILjGpQTs,1956,81.64,24.0,23.81186,training,1944
v_8xsLp6lqijo,3809,127.25,29.9,29.86248,training,3800
v_kvqX0QOgYDc,2973,99.24,30.0,29.82668,training,2960
v_SOpFjnAT_SE,3961,132.49,29.9,29.82867,training,3952
v_PDaGlIxn6Pk,6002,200.37,30.0,29.90468,training,5992
v_5lre5zbUV1Q,2312,77.23,29.9,29.72938,training,2296
v_G12fEYNjIR0,1460,48.83,29.9,29.65390,training,1448
v_EO9ZKeBSGSw,463,15.54,29.8,28.82883,training,448
v_9BS1II6O7I0,2427,101.38,23.9,23.83113,training,2416
v_YoXZfvf5Teg,6922,231.11,30.0,29.90784,training,6912
v_xcworhtkwNY,1228,51.32,23.9,23.69447,training,1216
v_BxyOAXTWkzk,3176,132.61,23.9,23.82927,training,3160
v_Z1POv1Qeno0,1298,43.40,29.9,29.67742,training,1288
v_0j9TxzwRr6E,4418,176.87,25.0,24.92226,training,4408
v_BOqca4eckEs,2044,81.90,25.0,24.81074,training,2032
v_1mksQqxFtv4,416,13.98,29.8,28.61230,training,400
v_V66cwBOS80A,5214,174.06,30.0,29.87476,training,5200
v_YYUm4o1aDmY,8975,299.61,30.0,29.90554,training,8960
v_1OJa2iiFxfk,6792,234.34,29.0,28.91525,training,6776
v_AA46-AbEGdk,4153,173.18,24.0,23.92886,training,4144
v_scBelfrnHoI,4399,176.08,25.0,24.89777,training,4384
v_UZIs0_W2Akw,2990,99.75,30.0,29.83459,training,2976
v_xsRNDo8Upys,6119,204.27,30.0,29.88202,training,6104
v_4kbtdUz2M3M,7027,234.59,30.0,29.90750,training,7016
v_ZnoSOqba2HM,419,14.07,29.8,28.99787,training,408
v_PF0c0UIsG0E,2420,80.83,29.9,29.79092,training,2408
v_eyfUkLbsixg,5920,197.65,30.0,29.87098,training,5904
v_IvkpJMxlRKc,1755,29.35,59.8,59.42078,training,1744
v_R3ffxWaI9QU,644,26.96,23.9,23.44214,training,632
v_fp0dd844oUU,2685,107.60,25.0,24.83271,training,2672
v_Qz_PtO18pXE,259,8.73,29.7,28.40779,training,248
v_Q3cc0HlO7so,4303,143.57,30.0,29.86696,training,4288
v_RisNywzGXt8,1901,63.53,29.9,29.71824,training,1888
v_3vVhq-v5-wM,908,30.35,29.9,29.52224,training,896
v_8fqxUtHLyoE,2380,79.64,29.9,29.73380,training,2368
v_ZsXJw0d3QbU,3419,114.17,29.9,29.85022,training,3408
v_kk1Iqyox4c8,2743,91.67,29.9,29.75892,training,2728
v_N7kI8J6vfL8,2417,80.76,29.9,29.81674,training,2408
v_VqeeqABnpQk,2451,98.13,25.0,24.86498,training,2440
v_JTGS1YulUQw,2285,76.46,29.9,29.71488,training,2272
v_FbPUX8cWmeU,3943,131.68,29.9,29.82989,training,3928
v_UwZbkuVsPno,1726,57.68,29.9,29.68100,training,1712
v_9vzbohxkIKA,1495,50.09,29.8,29.54682,training,1480
v_Wd8Kz1XRpdg,4345,145.08,29.9,29.88696,training,4336
v_aFdYbgmbOeY,2265,75.67,29.9,29.81366,training,2256
v_mnMmGnnbvSk,4303,143.66,30.0,29.84825,training,4288
v_in5XF1bbYr0,2846,95.71,29.7,29.58938,training,2832
v_baktSTMnMv4,2857,95.41,29.9,29.85012,training,2848
v_hg-wVv7XSFo,5470,228.04,24.0,23.92563,training,5456
v_c6Cbq-WNq9M,5780,192.77,30.0,29.92167,training,5768
v_uqT5jtfx8x0,2093,69.94,29.9,29.73978,training,2080
v_4p6OjaHHSDs,558,37.48,14.9,14.51441,training,544
v_FmRLElPPWV8,5348,178.56,30.0,29.88351,training,5336
v_JUvqA51RX0Y,1610,53.87,29.9,29.70113,training,1600
v_gGg-kio0dmU,256,8.64,29.6,27.77778,training,240
v_Rx4gq8hrZ8s,6715,224.14,30.0,29.90988,training,6704
v_TH1kq-KBr9Y,1138,38.06,29.9,29.63741,training,1128
v_icOO9whIgX8,6220,207.63,30.0,29.89934,training,6208
v_iTc3UCWgUF0,2508,83.78,29.9,29.79231,training,2496
v_ThRbaI4pGIs,3134,125.50,25.0,24.86056,training,3120
v_pMXz0BKQOLQ,6191,206.66,30.0,29.88483,training,6176
v_Vtnn6yJqHqM,812,32.65,24.9,24.50230,training,800
v_L73C-2b0yEw,1940,64.76,30.0,29.77146,training,1928
v_SXlSHYVNcvM,5715,238.52,24.0,23.91414,training,5704
v_aXCAudMzN2o,3520,117.54,29.9,29.81113,training,3504
v_bFHpaULTwsE,2241,74.89,29.9,29.80371,training,2232
v_Nd209mI-wq0,4145,172.99,24.0,23.90890,training,4136
v_TBeZXLchito,4508,180.44,25.0,24.91687,training,4496
v_6rG5dBgwBDc,3847,154.02,25.0,24.87989,training,3832
v_-fBTCykx4gM,3103,103.56,30.0,29.81846,training,3088
v_Q5kU3DUXXZg,3344,133.86,25.0,24.86180,training,3328
v_-vPshfXc1fc,1404,46.95,29.9,29.64856,training,1392
v_AnbC-26sAI4,2709,108.46,25.0,24.85709,training,2696
v_KrHpGJBzjJk,2282,76.32,29.9,29.76939,training,2272
v_Xo4-GnduX8A,6908,230.60,30.0,29.90460,training,6896
v_DzCk5xjSF9o,1276,42.68,29.9,29.61575,training,1264
v_giN7cA0EmLs,3523,117.63,29.9,29.85633,training,3512
v_YBuNpnthXfE,2799,112.25,24.9,24.80178,training,2784
v_UoX2xhYPD38,2432,81.15,30.0,29.77203,training,2416
v_HvzJ-RJOF9Q,2478,82.80,29.9,29.75845,training,2464
v_-V5_GMuMzc8,5194,216.55,24.0,23.93904,training,5184
v_M2ntxFBPaug,12443,207.66,59.9,59.86709,training,12432
v_5IkU9svJFRI,2080,69.57,29.9,29.66796,training,2064
v_y-87JMf_-J8,2706,112.97,24.0,23.86474,training,2696
v_9uieGqu2TYA,5810,232.48,25.0,24.94838,training,5800
v_DXluU6_7OXQ,2968,148.59,20.0,19.86675,training,2952
v_THtDZ6g9csA,1625,54.31,29.9,29.75511,training,1616
v_rzomS2gZGQ4,352,11.87,29.7,28.30666,training,336
v_aQAAzVQ_gSA,4080,170.16,24.0,23.88340,training,4064
v_N2nNkWXYAYw,6400,213.67,30.0,29.87785,training,6384
v_8kjYbv52EcI,1285,43.00,29.9,29.58140,training,1272
v_ifDsS6ZRsRM,2754,91.98,29.9,29.83257,training,2744
v_v5O_Yfeqza4,949,31.79,29.9,29.44322,training,936
v_nm2sHNDN7Lo,354,14.30,24.8,24.05594,training,344
v_Y_slRMRs18I,973,39.06,24.9,24.57757,training,960
v_JvFo4uTvmYs,419,14.10,29.7,28.93617,training,408
v_f2LGG2ocbu8,6344,211.56,30.0,29.91114,training,6328
v_kIIAJsYMjyc,1559,52.11,29.9,29.62963,training,1544
v_NttjvRpSdsI,1841,61.46,30.0,29.80801,training,1832
v_kzm9ckZ5gU0,1754,58.61,29.9,29.75601,training,1744
v_6ciZ58xAV9I,1499,50.11,29.9,29.69467,training,1488
v_GjjRDUirW7g,5359,214.51,25.0,24.91259,training,5344
v_rDADR0Lg4U8,3026,101.05,29.9,29.84661,training,3016
v_bVOD0M4LCEY,3650,122.30,29.8,29.76288,training,3640
v_j4EFi_NoEbQ,2464,82.29,29.9,29.74845,training,2448
v_72PUOTjZpQU,1866,74.77,25.0,24.82279,training,1856
v_B_heSKsoI9o,970,64.78,15.0,14.81939,training,960
v_XgJ6iiK-gQo,1724,57.56,30.0,29.74288,training,1712
v_OVpila9fAaQ,6891,230.06,30.0,29.90524,training,6880
v_rcMv32d1QkI,3642,121.65,29.9,29.85614,training,3632
v_eS1USHkyb2U,5775,192.80,30.0,29.87552,training,5760
v_ngwH6Zy5vb8,5870,234.89,25.0,24.93082,training,5856
v_xRfSkg8j7Dg,2231,223.42,10.0,9.91854,training,2216
v_DqHWMWY-r1o,2037,68.11,29.9,29.71663,training,2024
v_MfSdXqOC-f0,2749,91.81,29.9,29.80068,training,2736
v_zChDaAcfc2o,2263,75.61,29.9,29.73152,training,2248
v_LNK_yYs6UOA,837,14.09,59.4,58.48119,training,824
v_NT0dXbWzt7w,1514,50.55,30.0,29.75272,training,1504
v_wqlEUeJzNVc,4157,138.76,30.0,29.86451,training,4144
v_d14twk9O2Vw,4645,185.90,25.0,24.91662,training,4632
v_ZLJJ5LxfE6o,5343,213.86,25.0,24.91349,training,5328
v_-Q03gEypilg,6083,202.90,30.0,29.92607,training,6072
v_c21Y_pi3-Gg,4027,168.11,24.0,23.88912,training,4016
v_NzJkKwzPqvk,2039,68.08,30.0,29.72973,training,2024
v_pvFviIF1VGc,1831,61.26,29.9,29.64414,training,1816
v_aINlF3UDJ7s,2389,79.88,29.9,29.74462,training,2376
v_6ZUHLsyJ6yo,3382,112.92,30.0,29.82643,training,3368
v_KIIcgQyr0-Y,6575,219.52,30.0,29.88338,training,6560
v_9AzESzqOtb0,2033,68.04,29.9,29.74721,training,2024
v_2mI7NL54yP8,4272,170.94,25.0,24.89762,training,4256
v_ZBuPedt-oEE,4601,153.47,30.0,29.92116,training,4592
v_AMU1mHpR6Os,3646,121.79,29.9,29.82182,training,3632
v_a_v_1fL2VyM,625,20.99,29.8,29.34731,training,616
v__NwkwvaC7Bg,1548,62.02,25.0,24.76620,training,1536
v_9wMEbyzxNHI,3884,162.15,24.0,23.87912,training,3872
v_JnP5FDtEPVE,1789,59.84,29.9,29.67914,training,1776
v_Ccy8WD2k4L8,2585,103.54,25.0,24.87927,training,2576
v_3Z4b34lBnyU,302,20.32,14.9,14.17323,training,288
v_Zhf052cWrv8,2951,98.64,29.9,29.76480,training,2936
v_kt_sGN-1prU,4928,197.25,25.0,24.90241,training,4912
v_I5N4rwhRa0o,5466,182.30,30.0,29.92869,training,5456
v_xmGucghu2FI,5871,195.79,30.0,29.90960,training,5856
v_x_lN_QxbEjQ,5089,203.71,25.0,24.93741,training,5080
v_9V7cMp_w1_0,4413,176.61,25.0,24.91365,training,4400
v_iGOGz6M_zcE,1030,41.31,24.9,24.59453,training,1016
v_uTc2-oAxgbc,1766,176.75,10.0,9.91231,training,1752
v_Xhrk1wP8tCs,2022,67.59,29.9,29.70854,training,2008
v_MAUZbZnbM_Y,1767,59.05,29.9,29.66977,training,1752
v_bULG65Ec5fo,5105,170.44,30.0,29.89908,training,5096
v_Yp9DBq34bFQ,2442,81.57,29.9,29.81488,training,2432
v_nHE7u40plD0,7270,145.52,50.0,49.86256,training,7256
v_ARkMGkD2RDs,1238,41.43,29.9,29.54381,training,1224
v_PAhJqXTzCOU,7074,236.22,29.9,29.90433,training,7064
v_cHSGL-OcMak,1625,54.24,30.0,29.79351,training,1616
v_cXVWUEcSx20,2754,114.96,24.0,23.86917,training,2744
v_MNpV9WvVPSA,1856,77.51,23.9,23.73887,training,1840
v_II3AiNrQ1uA,1197,40.08,29.9,29.54092,training,1184
v_8Uyi1KXdS50,3284,109.55,30.0,29.86764,training,3272
v_CzXF0CQn2Fk,6580,219.71,29.9,29.89395,training,6568
v_xPyj6pmYyEk,4977,207.68,24.0,23.92142,training,4968
v_YH3571KWDpM,6073,202.76,30.0,29.90728,training,6064
v_g9sYWTE6LTg,6497,216.90,30.0,29.91240,training,6488
v_UtErhcCYBZk,4463,148.86,30.0,29.88042,training,4448
v_ZFi592_m_NQ,4085,136.40,29.9,29.85337,training,4072
v_opGZh9nUlWA,4256,170.34,25.0,24.89139,training,4240
v_HDhG0WkwGaU,6603,221.12,29.9,29.81187,training,6592
v_AG6Rpvxxetg,137,9.27,14.8,13.80798,training,128
v_1RMNLqb8OWI,4904,163.56,30.0,29.88506,training,4888
v_6okx-34bDEg,1489,49.78,29.9,29.73082,training,1480
v_UIZkQUo8VtA,1787,59.65,30.0,29.77368,training,1776
v_lngs7qR5AXA,161,6.57,24.5,23.13546,training,152
v_hK3E6njydQA,1283,85.66,15.0,14.84940,training,1272
v_MINjkEBIIkA,1963,65.60,29.9,29.75610,training,1952
v_XzbvKQ-o5Ow,1327,44.37,29.9,29.56953,training,1312
v_oNYC_3fcGg0,4441,148.28,30.0,29.88940,training,4432
v_6SHSstpZN1I,3251,108.58,29.9,29.83975,training,3240
v_xh8qQfCYDBY,1262,42.17,29.9,29.59450,training,1248
v_swOYvotIM1Y,1724,69.13,24.9,24.76494,training,1712
v_7LkHBg_eAfU,6013,200.81,29.9,29.87899,training,6000
v_f4983HmCNiM,2987,119.72,24.9,24.85800,training,2976
v_z_ojmuWzMWo,3513,140.67,25.0,24.90936,training,3504
v_bw96D55q2FI,3125,130.31,24.0,23.88151,training,3112
v_-KjJxkFUhv4,5875,235.10,25.0,24.94258,training,5864
v_eeD2_hKG7zE,2226,74.33,29.9,29.81300,training,2216
v_nFfMY4CQq50,7022,234.15,30.0,29.92953,training,7008
v_0QDPpdms08g,2869,119.65,24.0,23.86962,training,2856
v_a7QrIgqkyao,5406,180.51,29.9,29.87092,training,5392
v_n1JkJu0VjQk,328,33.07,9.9,9.43453,training,312
v_q3DzEgYmIV0,1019,34.18,29.8,29.49093,training,1008
v_TrhOt1WyU7Y,1864,62.74,29.7,29.45489,training,1848
v_aJsAuChVmlY,628,21.02,29.9,29.30542,training,616
v_Szze8i9UsRo,6752,225.19,30.0,29.91252,training,6736
v_VqTyewe2R1A,4161,166.44,25.0,24.94593,training,4152
v_iaqFvTpoceI,5838,194.89,30.0,29.88352,training,5824
v_VzR7cskYnng,1915,127.80,15.0,14.89828,training,1904
v_M0UsJ31h64U,6744,224.93,30.0,29.91153,training,6728
v_gXUm7nobsfU,4597,153.97,29.9,29.77203,training,4584
v_IBte7CKOLSs,4825,161.08,30.0,29.89819,training,4816
v_Iphl3YB-yYQ,2322,96.94,24.0,23.84980,training,2312
v_QN2wHsiBEC0,4895,163.42,30.0,29.86171,training,4880
v_9d8ttpHu3cc,258,23.36,11.0,10.61644,training,248
v_wVahCLOq4s0,4955,165.47,29.9,29.87853,training,4944
v_qOi_E_uYCIo,2553,85.36,29.9,29.80319,training,2544
v__gnMuU1UJnM,5352,214.18,25.0,24.91362,training,5336
v_7FtSO6hPcxU,6666,222.52,30.0,29.91192,training,6656
v_PXvqhB91EkA,1578,52.73,29.9,29.73639,training,1568
v_AX2KQGWXg1E,5575,186.20,29.9,29.86037,training,5560
v_KfkNKhAWOII,3827,127.78,29.9,29.86383,training,3816
v_teemFjum3oU,2171,72.45,30.0,29.81366,training,2160
v_7ZX3NHDmMZY,5470,218.97,25.0,24.91666,training,5456
v_jfnFrt9nfSo,5109,170.60,29.9,29.87104,training,5096
v_gk6NAPqfJoY,5840,194.96,30.0,29.87279,training,5824
v_BK8yiRJkfcU,1405,46.93,29.9,29.66120,training,1392
v_FMUaey1tigI,2563,107.02,23.9,23.84601,training,2552
v_ZEChBNpLCyU,4197,140.16,29.9,29.85160,training,4184
v_hx0WYKDa7PM,2997,100.20,29.9,29.78044,training,2984
v_lMYtmGRAn8k,6026,201.17,30.0,29.90506,training,6016
v_SfFjpnTKG7s,6225,207.68,30.0,29.93066,training,6216
v_M2pxaQiBbXA,2380,79.51,29.9,29.78242,training,2368
v_UMS4-qifK9A,1609,53.80,29.9,29.73978,training,1600
v_srSwfib_ogk,4040,134.84,30.0,29.84278,training,4024
v_M1SUIrWykRs,1745,58.31,29.9,29.77191,training,1736
v_LvRP3c5n3P8,6910,230.76,29.9,29.88386,training,6896
v_7qeiQKbWpLM,1044,34.92,29.9,29.55326,training,1032
v_bwcgMTHFRV8,2047,136.70,15.0,14.86467,training,2032
v_9FAPy8NVDgY,3803,158.73,24.0,23.88962,training,3792
v_5P-Xs2v6lis,6526,217.85,30.0,29.89213,training,6512
v_XzYtm5WdAE8,791,31.74,24.9,24.44865,training,776
v_uegTBtD59R0,6129,204.68,29.9,29.90033,training,6120
v_snPtOKtIEA4,2173,72.59,29.9,29.75616,training,2160
v_u10c6Nx4K0A,177,5.99,29.5,28.04674,training,168
v_9ZQY-ZfimYo,4147,172.99,24.0,23.90890,training,4136
v_lfGmSfTjnA8,1281,160.50,8.0,7.92523,training,1272
v_2xmu01HHhKY,1484,49.60,29.9,29.67742,training,1472
v_XklHV0q3w40,7083,236.19,30.0,29.94200,training,7072
v_mtQUYdj2Ecg,564,23.59,23.9,23.39975,training,552
v_OgaurUPiWYI,2347,98.08,23.9,23.81729,training,2336
v_dxvKVBrNMDw,3520,117.54,29.9,29.81113,training,3504
v_ZC65qkYMy9Q,1572,52.52,29.9,29.70297,training,1560
v_G_npKjzxQLk,2866,95.76,29.9,29.82456,training,2856
v_sxZTPWMnyFY,5945,198.46,30.0,29.91031,training,5936
v_ZG4ApSk5iKw,3690,147.75,25.0,24.90694,training,3680
v_iPk4GeFFcTQ,1950,78.09,25.0,24.79191,training,1936
v_28QW8P1x_LE,5774,192.56,30.0,29.91275,training,5760
v_3NSikmqK3Ys,2023,67.59,29.9,29.70854,training,2008
v_OMYnLCWTdEA,3572,143.01,25.0,24.89336,training,3560
v_9H8OBfrm1Rw,3548,118.47,29.9,29.84722,training,3536
v_PD9e9MVHEyU,2669,111.46,23.9,23.82918,training,2656
v_HfjvlIAEsJY,4618,192.52,24.0,23.93518,training,4608
v_T9jiC2SRLJQ,2113,70.64,29.9,29.78482,training,2104
v_hN9diyaOK4E,2820,94.23,29.9,29.79943,training,2808
v_3HP2E_a9xrU,6395,213.32,30.0,29.92687,training,6384
v_OBbHkBVDX8Y,5182,172.85,30.0,29.89876,training,5168
v_Zob68l3snFo,3735,155.88,24.0,23.86451,training,3720
v_j73Ks4r5tbg,5587,186.32,30.0,29.92701,training,5576
v_5ZmZr2bguy0,1304,43.63,29.9,29.52097,training,1288
v_QyYbyFXmd-g,6169,205.78,30.0,29.93488,training,6160
v_xj-f9hzQ3Lc,1621,54.20,29.9,29.66790,training,1608
v_mvl6wff267o,8990,150.09,59.9,59.80412,training,8976
v_FRzN9ApCxW8,2028,67.71,30.0,29.77404,training,2016
v_FeKEqUxiReA,7089,236.63,30.0,29.92013,training,7080
v_B-KSdR2ct00,592,39.66,14.9,14.52345,training,576
v_Hg1tl2hFWGc,707,29.56,23.9,23.54533,training,696
v_tn8YmTHinZc,5930,237.31,25.0,24.94627,training,5920
v_7CNEttu-t7g,2647,88.42,29.9,29.76702,training,2632
v_GffGGAwbcHo,1314,54.85,24.0,23.77393,training,1304
v_PAF5AIQNXhs,2059,68.80,29.9,29.76744,training,2048
v_lHsPZ49cpG8,3100,103.56,29.9,29.81846,training,3088
v_SsAmEJvdpyU,2480,82.85,29.9,29.74049,training,2464
v_r-rNYo8ju4k,242,9.78,24.7,23.72188,training,232
v_PIJd7_6RGpY,2370,79.11,30.0,29.83188,training,2360
